time,data
1721208178.2262466,1.2649130680911493
1721208178.2272303,1.2649128118450215
1721208178.2283144,1.2649125884664476
1721208178.2292283,1.2649123937095168
1721208178.230195,1.2649122238857327
1721208178.2314088,1.2649120757875651
1721208178.2322626,1.2649119466256518
1721208178.2332168,1.2649118651778626
1721208178.2347765,1.2649117636450353
1721208178.2359633,1.2649117636450353
1721208178.237187,1.2649115991811979
1721208178.2372162,1.2649115244539588
1721208178.2386413,1.2649114454925614
1721208178.2391844,1.2649114069428393
1721208178.240284,1.2649113555381915
1721208178.2412963,1.2649113015858513
1721208178.242183,1.2649112633028048
1721208178.2432396,1.2649112633028048
1721208178.2442253,1.2649112130551008
1721208178.2450945,1.2649111909551307
1721208178.246211,1.2649111677366263
1721208178.2472813,1.264911151192736
1721208178.248232,1.2649111371893642
1721208178.249172,1.264911126011753
1721208178.2501435,1.2649111167440061
1721208178.2511692,1.264911109083274
1721208178.252157,1.2649111026707711
1721208178.2532825,1.264911097276679
1721208178.2541826,1.2649110927086027
1721208178.2551723,1.2649110888217248
1721208178.2561505,1.2649110854992887
1721208178.2572436,1.2649110826496004
1721208178.2581704,1.2649110801975112
1721208178.2591622,1.26491107808258
1721208178.2601707,1.2649110762541713
1721208178.2612152,1.2649110746711094
1721208178.262169,1.264911073298256
1721208178.2631872,1.2649110721067849
1721208178.2641468,1.2649110710712612
1721208178.2652025,1.264911070170421
1721208178.2661598,1.2649110693870393
1721208178.2672195,1.264911068705042
1721208178.2681613,1.264911068110963
1721208178.2693958,1.264911068110963
1721208178.2701647,1.2649110672673256
1721208178.2711947,1.2649110668615535
1721208178.2721663,1.264911066427568
1721208178.2731578,1.2649110660983678
1721208178.274172,1.2649110658115101
1721208178.2751622,1.2649110655729865
1721208178.276157,1.2649110653685207
1721208178.2771585,1.2649110651937585
1721208178.2781594,1.264911065044804
1721208178.2792475,1.2649110649149498
1721208178.280207,1.2649110648014326
1721208178.2811902,1.2649110647062038
1721208178.2821853,1.2649110646230324
1721208178.2831914,1.26491106455186
1721208178.284192,1.2649110644886354
1721208178.285171,1.2649110644344952
1721208178.2861648,1.2649110643887438
1721208178.2872024,1.2649110643449346
1721208178.2882102,1.2649110643083237
1721208178.289222,1.264911064280707
1721208178.2901838,1.2649110642536865
1721208178.2911696,1.2649110642262038
1721208178.292183,1.2649110642061996
1721208178.2931662,1.2649110641882415
1721208178.2941651,1.2649110641748773
1721208178.2952168,1.2649110641617893
1721208178.2961817,1.2649110641511667
1721208178.2971554,1.2649110641383332
1721208178.2981837,1.2649110641305126
1721208178.2992072,1.2649110641215562
1721208178.300195,1.264911064113295
1721208178.3012116,1.2649110641060874
1721208178.302153,1.2649110641002916
1721208178.3031862,1.2649110640962662
1721208178.3041961,1.2649110640943693
1721208178.3051507,1.2649110640895662
1721208178.3061867,1.2649110640887227
1721208178.307155,1.2649110640853316
1721208178.308169,1.2649110640808654
1721208178.3091476,1.2649110640807173
1721208178.3101563,1.2649110640783796
1721208178.3112788,1.2649110640753252
1721208178.3121564,1.2649110640769472
1721208178.3131633,1.2649110640767383
1721208178.3141725,1.2649110640761707
1721208178.3151705,1.264911064075245
1721208178.3162043,1.264911064073961
1721208178.3171525,1.2649110640723182
1721208178.3181674,1.2649110640703174
1721208178.3191707,1.2649110640733512
1721208178.3201725,1.2649110640695194
1721208178.3211682,1.2649110640721948
1721208178.3221543,1.2649110640680046
1721208178.3231733,1.2649110640703218
1721208178.324165,1.2649110640711665
1721208178.325169,1.2649110640666181
1721208178.3261828,1.264911064068577
1721208178.3271794,1.264911064069063
1721208178.3281662,1.2649110640695491
1721208178.3291652,1.2649110640700352
1721208178.3301935,1.2649110640705212
1721208178.3311858,1.2649110640710073
1721208178.3321598,1.2649110640661003
1721208178.3331976,1.2649110640677006
1721208178.3341796,1.2649110640678283
1721208178.3352048,1.264911064067956
1721208178.3361564,1.2649110640680836
1721208178.3372042,1.2649110640682113
1721208178.338221,1.264911064068339
1721208178.339176,1.2649110640684667
1721208178.3401577,1.2649110640685943
1721208178.3411577,1.264911064068722
1721208178.342204,1.2649110640688497
1721208178.3431587,1.2649110640689774
1721208178.3441577,1.264911064069105
1721208178.345157,1.2649110640692327
1721208178.3461769,1.2649110640693604
1721208178.347171,1.264911064069488
1721208178.3481572,1.2649110640696157
1721208178.349182,1.2649110640697434
1721208178.3501995,1.264911064069871
1721208178.3511631,1.2649110640699988
1721208178.3521893,1.2649110640701264
1721208178.353159,1.264911064070254
1721208178.3541653,1.2649110640703818
1721208178.3551645,1.2649110640705095
1721208178.356177,1.2649110640706371
1721208178.3571687,1.2649110640707648
1721208178.3581662,1.2649110640708925
1721208178.3593698,1.2649110640710202
1721208178.36016,1.2649110640657548
1721208178.3612854,1.264911064066997
1721208178.3621757,1.2649110640667665
1721208178.3631835,1.264911064066536
1721208178.3641815,1.2649110640663055
1721208178.3651643,1.264911064066075
1721208178.3661897,1.2649110640658445
1721208178.367156,1.264911064065614
1721208178.3681772,1.2649110640653836
1721208178.369167,1.264911064065153
1721208178.3701622,1.2649110640649226
1721208178.3711696,1.2649110640646921
1721208178.3722465,1.2649110640644616
1721208178.3731794,1.2649110640642311
1721208178.3741908,1.2649110640640007
1721208178.375151,1.2649110640637702
1721208178.3761842,1.2649110640689327
1721208178.3771696,1.2649110640675878
1721208178.3781583,1.2649110640677155
1721208178.3791697,1.2649110640678431
1721208178.380171,1.2649110640679708
1721208178.3811815,1.2649110640680985
1721208178.3821645,1.2649110640682262
1721208178.3831306,1.2649110640683539
1721208178.384179,1.2649110640684815
1721208178.385173,1.2649110640686092
1721208178.386168,1.2649110640687369
1721208178.387201,1.2649110640688646
1721208178.388203,1.2649110640689922
1721208178.389191,1.26491106406912
1721208178.3902147,1.2649110640692476
1721208178.391184,1.2649110640693753
1721208178.3921735,1.264911064069503
1721208178.393322,1.2649110640696306
1721208178.3941789,1.2649110640697583
1721208178.3951833,1.264911064069886
1721208178.3961997,1.2649110640700136
1721208178.3971784,1.2649110640701413
1721208178.398183,1.264911064070269
1721208178.3992362,1.2649110640703967
1721208178.4001806,1.2649110640705243
1721208178.4012907,1.264911064070652
1721208178.402226,1.2649110640707797
1721208178.4031699,1.2649110640709074
1721208178.4041572,1.2649110640678314
1721208178.405153,1.2649110640686212
1721208178.406169,1.2649110640685362
1721208178.4071577,1.264911064068451
1721208178.4081588,1.264911064068366
1721208178.4091544,1.264911064068281
1721208178.4101775,1.264911064068196
1721208178.4112003,1.264911064068111
1721208178.4121659,1.264911064068026
1721208178.4131815,1.2649110640679408
1721208178.4141858,1.2649110640678558
1721208178.415185,1.2649110640677708
1721208178.4161973,1.2649110640676857
1721208178.4171774,1.2649110640676007
1721208178.4181573,1.2649110640675156
1721208178.419177,1.2649110640674306
1721208178.4202318,1.2649110640673455
1721208178.4211705,1.2649110640672605
1721208178.4222383,1.2649110640671755
1721208178.4232004,1.2649110640670904
1721208178.424172,1.2649110640670054
1721208178.4251735,1.2649110640669203
1721208178.426181,1.2649110640668353
1721208178.427146,1.2649110640667502
1721208178.4282146,1.2649110640666652
1721208178.4291596,1.2649110640665802
1721208178.4302664,1.2649110640664951
1721208178.4311507,1.26491106406641
1721208178.4321856,1.264911064066325
1721208178.4331632,1.26491106406624
1721208178.4341664,1.264911064066155
1721208178.435155,1.264911064066155
1721208178.436195,1.26491106406607
1721208178.4371445,1.2649110640659849
1721208178.4381745,1.2649110640658998
1721208178.4391603,1.2649110640658148
1721208178.4401586,1.2649110640657297
1721208178.441177,1.2649110640656447
1721208178.4421577,1.2649110640655596
1721208178.4431667,1.2649110640654746
1721208178.4441593,1.2649110640653896
1721208178.4451709,1.2649110640653045
1721208178.4461634,1.2649110640652195
1721208178.4471858,1.2649110640651344
1721208178.448181,1.2649110640650494
1721208178.4491956,1.2649110640649643
1721208178.4501884,1.2649110640648793
1721208178.4513018,1.2649110640647943
1721208178.4521677,1.2649110640647092
1721208178.4531682,1.2649110640646242
1721208178.4541771,1.2649110640645391
1721208178.4551945,1.264911064064454
1721208178.4561865,1.264911064064369
1721208178.4571462,1.264911064064284
1721208178.458168,1.264911064064199
1721208178.459169,1.264911064064114
1721208178.4601507,1.2649110640640289
1721208178.4611888,1.2649110640639438
1721208178.4621732,1.2649110640638588
1721208178.4631736,1.2649110640637737
1721208178.464177,1.2649110640690815
1721208178.465208,1.264911064067882
1721208178.4661934,1.2649110640681551
1721208178.4672184,1.2649110640684282
1721208178.468178,1.2649110640687014
1721208178.469173,1.2649110640689745
1721208178.470214,1.2649110640692476
1721208178.4711797,1.2649110640695207
1721208178.4721646,1.2649110640697938
1721208178.4731483,1.264911064070067
1721208178.4741602,1.26491106407034
1721208178.4751616,1.2649110640706132
1721208178.4761496,1.2649110640708863
1721208178.4771638,1.2649110640711594
1721208178.4781804,1.2649110640660397
1721208178.4791636,1.2649110640674273
1721208178.4801843,1.2649110640673422
1721208178.481182,1.2649110640672572
1721208178.4821534,1.2649110640671721
1721208178.4831758,1.264911064067087
1721208178.4841785,1.264911064067002
1721208178.4853182,1.264911064066917
1721208178.4861927,1.264911064066832
1721208178.4872026,1.264911064066747
1721208178.4881964,1.2649110640666619
1721208178.4892476,1.2649110640665768
1721208178.4901855,1.2649110640664918
1721208178.491197,1.2649110640664067
1721208178.4922001,1.2649110640663217
1721208178.493225,1.2649110640662367
1721208178.4941924,1.2649110640661516
1721208178.4951663,1.2649110640660666
1721208178.496181,1.2649110640659815
1721208178.4972215,1.2649110640658965
1721208178.4981785,1.2649110640658114
1721208178.4993703,1.2649110640657264
1721208178.500224,1.2649110640656414
1721208178.5012915,1.2649110640655563
1721208178.5023897,1.2649110640654713
1721208178.5031796,1.2649110640653862
1721208178.5041971,1.2649110640653012
1721208178.5051925,1.2649110640652161
1721208178.5061958,1.264911064065131
1721208178.5071988,1.264911064065046
1721208178.5082252,1.264911064064961
1721208178.509203,1.264911064064876
1721208178.5101635,1.264911064064791
1721208178.511217,1.2649110640647059
1721208178.5121515,1.2649110640646208
1721208178.513164,1.2649110640645358
1721208178.5141702,1.2649110640644508
1721208178.5151556,1.2649110640643657
1721208178.5161986,1.2649110640642807
1721208178.5171893,1.2649110640641956
1721208178.5181918,1.2649110640641106
1721208178.5191739,1.2649110640640255
1721208178.5201814,1.2649110640639405
1721208178.521181,1.2649110640638555
1721208178.522168,1.2649110640637704
1721208178.523174,1.2649110640690782
1721208178.5241725,1.2649110640678787
1721208178.525148,1.2649110640681518
1721208178.5262008,1.264911064068425
1721208178.5271616,1.264911064068698
1721208178.528201,1.2649110640689711
1721208178.5291884,1.2649110640692443
1721208178.5301688,1.2649110640695174
1721208178.531157,1.2649110640697905
1721208178.5321794,1.2649110640700636
1721208178.533293,1.2649110640703367
1721208178.5342133,1.2649110640706098
1721208178.5351522,1.264911064070883
1721208178.5362227,1.264911064071156
1721208178.5371814,1.2649110640660364
1721208178.5381484,1.264911064067424
1721208178.5391703,1.2649110640673389
1721208178.540162,1.2649110640672538
1721208178.541168,1.2649110640671688
1721208178.5421643,1.2649110640670838
1721208178.5431647,1.2649110640669987
1721208178.5443118,1.2649110640669137
1721208178.5451646,1.2649110640668286
1721208178.5461621,1.2649110640667436
1721208178.547144,1.2649110640666585
1721208178.5481534,1.2649110640665735
1721208178.549161,1.2649110640664885
1721208178.5501502,1.2649110640664034
1721208178.5511904,1.2649110640663184
1721208178.5521824,1.2649110640662333
1721208178.553154,1.2649110640661483
1721208178.554163,1.2649110640660632
1721208178.55519,1.2649110640659782
1721208178.5561557,1.2649110640658932
1721208178.5571606,1.264911064065808
1721208178.5581594,1.264911064065723
1721208178.5591414,1.264911064065638
1721208178.5601506,1.264911064065553
1721208178.5611517,1.264911064065468
1721208178.562154,1.264911064065383
1721208178.5631394,1.2649110640652979
1721208178.5641444,1.2649110640652128
1721208178.5651538,1.2649110640651278
1721208178.5661755,1.2649110640650427
1721208178.5671675,1.2649110640649577
1721208178.5681913,1.2649110640648726
1721208178.5692332,1.2649110640647876
1721208178.5701602,1.2649110640647026
1721208178.571166,1.2649110640646175
1721208178.572193,1.2649110640645325
1721208178.5731735,1.2649110640644474
1721208178.574177,1.2649110640643624
1721208178.5751615,1.2649110640642773
1721208178.576158,1.2649110640641923
1721208178.5771544,1.2649110640641072
1721208178.5781968,1.2649110640640222
1721208178.5791547,1.2649110640639372
1721208178.58017,1.2649110640638521
1721208178.581161,1.264911064063767
1721208178.5821457,1.2649110640690748
1721208178.5831628,1.2649110640678753
1721208178.5841548,1.2649110640681485
1721208178.5851746,1.2649110640684216
1721208178.5862076,1.2649110640686947
1721208178.5871515,1.2649110640689678
1721208178.5881839,1.264911064069241
1721208178.5892088,1.264911064069514
1721208178.5901992,1.2649110640697871
1721208178.591154,1.2649110640700603
1721208178.5921605,1.2649110640703334
1721208178.5931685,1.2649110640706065
1721208178.5941625,1.2649110640708796
1721208178.5951622,1.2649110640711527
1721208178.596159,1.264911064066033
1721208178.597173,1.2649110640674206
1721208178.598156,1.2649110640673356
1721208178.5992408,1.2649110640672505
1721208178.6001687,1.2649110640671655
1721208178.6011767,1.2649110640670804
1721208178.602298,1.2649110640669954
1721208178.603168,1.2649110640669103
1721208178.604169,1.2649110640668253
1721208178.6051676,1.2649110640667403
1721208178.6061695,1.2649110640666552
1721208178.6071744,1.2649110640665702
1721208178.6082714,1.2649110640664851
1721208178.609187,1.2649110640664
1721208178.610171,1.264911064066315
1721208178.611212,1.26491106406623
1721208178.6121721,1.264911064066145
1721208178.6131759,1.26491106406606
1721208178.6142058,1.2649110640659749
1721208178.6151683,1.2649110640658898
1721208178.616204,1.2649110640658048
1721208178.617173,1.2649110640657197
1721208178.618208,1.2649110640656347
1721208178.619186,1.2649110640655497
1721208178.6201615,1.2649110640654646
1721208178.6211495,1.2649110640653796
1721208178.6221962,1.2649110640652945
1721208178.6231751,1.2649110640652095
1721208178.6241755,1.2649110640651244
1721208178.625159,1.2649110640650394
1721208178.6261673,1.2649110640649543
1721208178.6271744,1.2649110640648693
1721208178.6282055,1.2649110640647843
1721208178.6292243,1.2649110640646992
1721208178.6301775,1.2649110640646142
1721208178.6312177,1.2649110640645291
1721208178.6321735,1.264911064064444
1721208178.6331577,1.264911064064359
1721208178.6341617,1.264911064064274
1721208178.6352072,1.264911064064189
1721208178.6361978,1.264911064064104
1721208178.6372178,1.2649110640640189
1721208178.6381836,1.2649110640639338
1721208178.6391525,1.2649110640638488
1721208178.6401865,1.2649110640637637
1721208178.641165,1.2649110640690715
1721208178.642181,1.264911064067872
1721208178.6431932,1.2649110640681451
1721208178.6441453,1.2649110640684182
1721208178.64519,1.2649110640686914
1721208178.646155,1.2649110640689645
1721208178.6471725,1.2649110640692376
1721208178.6481564,1.2649110640695107
1721208178.6491587,1.2649110640697838
1721208178.6501505,1.264911064070057
1721208178.6511674,1.26491106407033
1721208178.6521683,1.2649110640706032
1721208178.653158,1.2649110640708763
1721208178.6541674,1.2649110640711494
1721208178.655166,1.2649110640660297
1721208178.6561923,1.2649110640674173
1721208178.6572123,1.2649110640673322
1721208178.6581893,1.2649110640672472
1721208178.659177,1.2649110640671621
1721208178.6601684,1.264911064067077
1721208178.6611612,1.264911064066992
1721208178.6621983,1.264911064066907
1721208178.6631525,1.264911064066822
1721208178.6641555,1.264911064066737
1721208178.6651974,1.2649110640666519
1721208178.6661785,1.2649110640665668
1721208178.667155,1.2649110640664818
1721208178.6681721,1.2649110640663968
1721208178.6691706,1.2649110640663117
1721208178.6701572,1.2649110640662267
1721208178.6712496,1.2649110640661416
1721208178.6721618,1.2649110640660566
1721208178.6731968,1.2649110640659715
1721208178.6742027,1.2649110640658865
1721208178.6751585,1.2649110640658014
1721208178.6761541,1.2649110640657164
1721208178.6771538,1.2649110640656314
1721208178.678191,1.2649110640655463
1721208178.6791737,1.2649110640654613
1721208178.6801608,1.2649110640653762
1721208178.6811748,1.2649110640652912
1721208178.6821778,1.2649110640652061
1721208178.683197,1.264911064065121
1721208178.684184,1.264911064065036
1721208178.6851974,1.264911064064951
1721208178.6862137,1.264911064064866
1721208178.687193,1.264911064064781
1721208178.6881912,1.264911064064696
1721208178.689217,1.2649110640646108
1721208178.6901698,1.2649110640645258
1721208178.6911814,1.2649110640644408
1721208178.6921535,1.2649110640643557
1721208178.6931562,1.2649110640642707
1721208178.6941657,1.2649110640641856
1721208178.6951594,1.2649110640641006
1721208178.6961539,1.2649110640640155
1721208178.6971748,1.2649110640639305
1721208178.6981974,1.2649110640638455
1721208178.6991985,1.2649110640637604
1721208178.7001894,1.2649110640690682
1721208178.701167,1.2649110640678687
1721208178.7021646,1.2649110640681418
1721208178.703174,1.264911064068415
1721208178.7041779,1.264911064068688
1721208178.7051709,1.2649110640689611
1721208178.7061813,1.2649110640692343
1721208178.7071717,1.2649110640695074
1721208178.7081628,1.2649110640697805
1721208178.7092028,1.2649110640700536
1721208178.7102392,1.2649110640703267
1721208178.7112012,1.2649110640705998
1721208178.7121837,1.264911064070873
1721208178.7131624,1.264911064071146
1721208178.7141652,1.2649110640660264
1721208178.715219,1.264911064067414
1721208178.7161655,1.264911064067329
1721208178.7171593,1.2649110640672439
1721208178.7181835,1.2649110640671588
1721208178.7191696,1.2649110640670738
1721208178.720178,1.2649110640669887
1721208178.7211757,1.2649110640669037
1721208178.722168,1.2649110640668186
1721208178.723171,1.2649110640667336
1721208178.72416,1.2649110640666485
1721208178.7251725,1.2649110640665635
1721208178.726187,1.2649110640664785
1721208178.7271636,1.2649110640663934
1721208178.7283595,1.2649110640663084
1721208178.7291894,1.2649110640662233
1721208178.7302153,1.2649110640661383
1721208178.7311687,1.2649110640660532
1721208178.7321868,1.2649110640659682
1721208178.7331598,1.2649110640658832
1721208178.7341602,1.2649110640657981
1721208178.735223,1.264911064065713
1721208178.7361808,1.264911064065628
1721208178.7371712,1.264911064065543
1721208178.738154,1.264911064065458
1721208178.7392108,1.264911064065373
1721208178.7402287,1.2649110640652879
1721208178.7411666,1.2649110640652028
1721208178.7421665,1.2649110640651178
1721208178.7431626,1.2649110640650327
1721208178.744171,1.2649110640649477
1721208178.7451673,1.2649110640648626
1721208178.7461727,1.2649110640647776
1721208178.747204,1.2649110640646926
1721208178.7481797,1.2649110640646075
1721208178.749161,1.2649110640645225
1721208178.750235,1.2649110640644374
1721208178.751155,1.2649110640643524
1721208178.7522004,1.2649110640642673
1721208178.7531502,1.2649110640641823
1721208178.7542462,1.2649110640640973
1721208178.7551825,1.2649110640640122
1721208178.7561622,1.2649110640639272
1721208178.7571683,1.2649110640638421
1721208178.7581627,1.264911064063757
1721208178.7591865,1.2649110640690648
1721208178.760161,1.2649110640678654
1721208178.7611625,1.2649110640681385
1721208178.7621672,1.2649110640684116
1721208178.7631593,1.2649110640686847
1721208178.7641752,1.2649110640689578
1721208178.765199,1.264911064069231
1721208178.7661798,1.264911064069504
1721208178.7671797,1.2649110640697772
1721208178.768179,1.2649110640700503
1721208178.7691894,1.2649110640703234
1721208178.7701552,1.2649110640705965
1721208178.7712297,1.2649110640708696
1721208178.7721865,1.2649110640711427
1721208178.7731795,1.264911064066023
1721208178.7741718,1.2649110640674106
1721208178.7752006,1.2649110640673256
1721208178.7762098,1.2649110640672405
1721208178.7771711,1.2649110640671555
1721208178.7781906,1.2649110640670704
1721208178.779168,1.2649110640669854
1721208178.780181,1.2649110640669003
1721208178.7811894,1.2649110640668153
1721208178.7821763,1.2649110640667303
1721208178.783162,1.2649110640666452
1721208178.7841651,1.2649110640665602
1721208178.7851744,1.2649110640664751
1721208178.7861488,1.26491106406639
1721208178.787171,1.264911064066305
1721208178.7881458,1.26491106406622
1721208178.789155,1.264911064066135
1721208178.7901883,1.26491106406605
1721208178.7911632,1.2649110640659649
1721208178.792151,1.2649110640658798
1721208178.7931554,1.2649110640657948
1721208178.7941468,1.2649110640657097
1721208178.7951667,1.2649110640656247
1721208178.7961724,1.2649110640655397
1721208178.7971935,1.2649110640654546
1721208178.798184,1.2649110640653696
1721208178.7991736,1.2649110640652845
1721208178.8001883,1.2649110640651995
1721208178.8012147,1.2649110640651144
1721208178.8021734,1.2649110640650294
1721208178.803176,1.2649110640649444
1721208178.8041651,1.2649110640648593
1721208178.8051617,1.2649110640647743
1721208178.8061676,1.2649110640646892
1721208178.8072593,1.2649110640646042
1721208178.8081667,1.2649110640645191
1721208178.809174,1.264911064064434
1721208178.8101757,1.264911064064349
1721208178.811196,1.264911064064264
1721208178.8121834,1.264911064064179
1721208178.8132985,1.264911064064179
1721208178.8141568,1.264911064064094
1721208178.8151548,1.2649110640640089
1721208178.8161871,1.2649110640639238
1721208178.8171797,1.2649110640638388
1721208178.8183315,1.2649110640638388
1721208178.8191714,1.2649110640637538
1721208178.8201787,1.2649110640690615
1721208178.8211713,1.264911064067862
1721208178.8221695,1.2649110640681351
1721208178.8231597,1.2649110640684083
1721208178.8241732,1.2649110640686814
1721208178.8251743,1.2649110640689545
1721208178.8261566,1.2649110640692276
1721208178.8271604,1.2649110640695007
1721208178.828195,1.2649110640697738
1721208178.829193,1.264911064070047
1721208178.830206,1.26491106407032
1721208178.831165,1.2649110640705932
1721208178.8321784,1.2649110640708663
1721208178.8331656,1.2649110640711394
1721208178.8341982,1.2649110640660197
1721208178.8352253,1.2649110640674073
1721208178.8361778,1.2649110640673222
1721208178.8371575,1.2649110640672372
1721208178.8381715,1.2649110640671521
1721208178.8392315,1.264911064067067
1721208178.8402028,1.264911064066982
1721208178.8411667,1.264911064066897
1721208178.8421965,1.264911064066812
1721208178.8431704,1.264911064066727
1721208178.8441672,1.2649110640666419
1721208178.8452382,1.2649110640665568
1721208178.8462465,1.2649110640664718
1721208178.8473408,1.2649110640663868
1721208178.848235,1.2649110640663017
1721208178.8492017,1.2649110640662167
1721208178.8502865,1.2649110640661316
1721208178.8513012,1.2649110640660466
1721208178.8521867,1.2649110640659615
1721208178.8531978,1.2649110640658765
1721208178.8544164,1.2649110640657915
1721208178.8553813,1.2649110640657064
1721208178.8562553,1.2649110640656214
1721208178.8571305,1.2649110640655363
1721208178.85816,1.2649110640654513
1721208178.859186,1.2649110640653662
1721208178.8601801,1.2649110640652812
1721208178.8611734,1.2649110640651962
1721208178.8621495,1.2649110640651111
1721208178.863192,1.264911064065026
1721208178.864164,1.264911064064941
1721208178.865163,1.264911064064856
1721208178.8661737,1.264911064064771
1721208178.8670835,1.264911064064686
1721208178.868199,1.2649110640646009
1721208178.8691773,1.2649110640645158
1721208178.8701737,1.2649110640644308
1721208178.8711507,1.2649110640643457
1721208178.8722076,1.2649110640642607
1721208178.8731856,1.2649110640641756
1721208178.8741758,1.2649110640640906
1721208178.8751614,1.2649110640640056
1721208178.876155,1.2649110640639205
1721208178.8771834,1.2649110640638355
1721208178.878174,1.2649110640637504
1721208178.879168,1.2649110640690582
1721208178.8801847,1.2649110640678587
1721208178.8811557,1.2649110640681318
1721208178.8821738,1.264911064068405
1721208178.8831902,1.264911064068678
1721208178.884147,1.2649110640689512
1721208178.8851833,1.2649110640692243
1721208178.8861687,1.2649110640694974
1721208178.8872046,1.2649110640697705
1721208178.8881972,1.2649110640700436
1721208178.8892155,1.2649110640703167
1721208178.890202,1.2649110640705898
1721208178.8911672,1.264911064070863
1721208178.892151,1.264911064071136
1721208178.8931391,1.2649110640660164
1721208178.894181,1.264911064067404
1721208178.8951662,1.264911064067319
1721208178.8961484,1.2649110640672339
1721208178.8971572,1.2649110640671488
1721208178.8982391,1.2649110640670638
1721208178.899162,1.2649110640669787
1721208178.9001863,1.2649110640668937
1721208178.9011636,1.2649110640668086
1721208178.9021678,1.2649110640668086
1721208178.9031477,1.2649110640667236
1721208178.9041524,1.2649110640666386
1721208178.9051583,1.2649110640665535
1721208178.9062648,1.2649110640664685
1721208178.9071536,1.2649110640663834
1721208178.90818,1.2649110640662984
1721208178.9091597,1.2649110640662133
1721208178.910207,1.2649110640661283
1721208178.9111564,1.2649110640660433
1721208178.9121625,1.2649110640659582
1721208178.9131489,1.2649110640658732
1721208178.9141662,1.2649110640657881
1721208178.9151616,1.264911064065703
1721208178.916156,1.264911064065618
1721208178.917154,1.264911064065533
1721208178.918157,1.264911064065448
1721208178.9191387,1.264911064065363
1721208178.9201581,1.2649110640652779
1721208178.9211388,1.2649110640651928
1721208178.9221787,1.2649110640651078
1721208178.9231675,1.2649110640650227
1721208178.9241989,1.2649110640649377
1721208178.9251661,1.2649110640648527
